provider,region,country,family,architecture,processor,vCPU,ram(GB),price($/h),N-price($/h),daily_price,N-daily_price,weekly_price,N-weekly_price,monthly_price,N-monthly_price
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,2,8,0.11797,0.08207,2.8313,1.9696,19.819,13.787,86.12,59.91
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,4,16,0.23594,0.16413,5.6626,3.9392,39.638,27.574,172.24,119.82
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,8,32,0.47188,0.32826,11.3251,7.8783,79.276,55.149,344.47,239.63
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,16,64,0.94376,0.65653,22.6502,15.7567,158.552,110.297,688.94,479.26
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,32,128,1.88752,1.31306,45.3005,31.5134,317.103,220.593,1377.89,958.53
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,48,192,2.83128,1.96959,67.9507,47.2701,475.655,330.89,2066.83,1437.79
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,64,256,3.77504,2.62611,90.601,63.0268,634.207,441.187,2755.78,1917.06
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,96,384,5.66256,3.93917,135.9014,94.5401,951.31,661.781,4133.67,2875.6
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,128,512,7.55008,5.25223,181.2019,126.0535,1268.413,882.374,5511.56,3834.13
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,192,768,11.32512,7.87834,271.8029,189.0803,1902.62,1323.562,8267.34,5751.19
aws,eu-west-1,Ireland,m8i,x86(Intel),Intel Xeon 6 6975P-C,384,1536,22.65024,15.75669,543.6058,378.1606,3805.24,2647.123,16534.68,11502.39
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,2,16,0.1269,0.12335,3.0456,2.9605,21.319,20.723,92.64,90.05
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,4,32,0.2538,0.24671,6.0912,5.921,42.638,41.446,185.27,180.09
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,8,64,0.5076,0.49341,12.1824,11.8419,85.277,82.894,370.55,360.19
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,16,128,1.0152,0.98683,24.3648,23.6839,170.554,165.788,741.1,720.39
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,32,256,2.0304,1.97366,48.7296,47.3678,341.107,331.574,1482.19,1440.77
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,48,384,3.0456,2.96049,73.0944,71.0517,511.661,497.362,2223.29,2161.16
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,64,512,4.0608,3.94731,97.4592,94.7356,682.214,663.148,2964.38,2881.54
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,96,768,6.0912,5.92097,146.1888,142.1033,1023.322,994.724,4446.58,4322.31
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,128,1024,8.1216,7.89463,194.9184,189.4711,1364.429,1326.298,5928.77,5763.08
aws,eu-west-1,Ireland,r6a,x86(AMD),AMD EPYC 7R13,192,1536,12.1824,11.84194,292.3776,284.2067,2046.643,1989.446,8893.15,8644.62
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,1,8,0.0564,0.0564,1.3536,1.3536,9.475,9.475,41.17,41.17
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,2,16,0.1128,0.1128,2.7072,2.7072,18.95,18.95,82.34,82.34
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,4,32,0.2256,0.2256,5.4144,5.4144,37.901,37.901,164.69,164.69
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,8,64,0.4512,0.4512,10.8288,10.8288,75.802,75.802,329.38,329.38
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,16,128,0.9024,0.9024,21.6576,21.6576,151.603,151.603,658.75,658.75
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,32,256,1.8048,1.8048,43.3152,43.3152,303.206,303.206,1317.5,1317.5
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,48,384,2.7072,2.7072,64.9728,64.9728,454.81,454.81,1976.26,1976.26
aws,eu-west-1,Ireland,r6g,ARM,AWS Graviton2,64,512,3.6096,3.6096,86.6304,86.6304,606.413,606.413,2635.01,2635.01
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,2,16,0.141,0.141,3.384,3.384,23.688,23.688,102.93,102.93
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,4,32,0.282,0.282,6.768,6.768,47.376,47.376,205.86,205.86
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,8,64,0.564,0.564,13.536,13.536,94.752,94.752,411.72,411.72
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,16,128,1.128,1.128,27.072,27.072,189.504,189.504,823.44,823.44
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,32,256,2.256,2.256,54.144,54.144,379.008,379.008,1646.88,1646.88
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,48,384,3.384,3.384,81.216,81.216,568.512,568.512,2470.32,2470.32
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,64,512,4.512,4.512,108.288,108.288,758.016,758.016,3293.76,3293.76
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,96,768,6.768,6.768,162.432,162.432,1137.024,1137.024,4940.64,4940.64
aws,eu-west-1,Ireland,r6i,x86(Intel),Intel Xeon Platinum 8375C,128,1024,9.024,9.024,216.576,216.576,1516.032,1516.032,6587.52,6587.52
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,1,8,0.08513,0.0449,2.0431,1.0776,14.302,7.543,62.14,32.77
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,2,16,0.17026,0.0898,4.0862,2.1552,28.604,15.086,124.29,65.55
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,4,32,0.34052,0.1796,8.1725,4.3104,57.207,30.172,248.58,131.11
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,8,64,0.68104,0.3592,16.345,8.6208,114.415,60.345,497.16,262.22
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,16,128,1.36208,0.7184,32.6899,17.2415,228.829,120.69,994.32,524.43
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,32,256,2.72416,1.43679,65.3798,34.483,457.659,241.381,1988.64,1048.86
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,48,384,4.08624,2.15519,98.0698,51.7246,686.488,362.072,2982.96,1573.29
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,64,512,5.44832,2.87359,130.7597,68.9661,915.318,482.763,3977.27,2097.72
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,96,768,8.17248,4.31038,196.1395,103.4491,1372.977,724.144,5965.91,3146.58
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,128,1024,10.89664,5.74717,261.5194,137.9322,1830.636,965.525,7954.55,4195.44
aws,eu-west-1,Ireland,r7a,x86(AMD),AMD EPYC 9R14,192,1536,16.34496,8.62076,392.279,206.8982,2745.953,1448.287,11931.82,6293.15
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,1,8,0.0599,0.04131,1.4376,0.9914,10.063,6.94,43.73,30.16
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,2,16,0.1199,0.08269,2.8776,1.9846,20.143,13.892,87.53,60.37
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,4,32,0.2397,0.16531,5.7528,3.9674,40.27,27.772,174.98,120.68
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,8,64,0.4794,0.33062,11.5056,7.9349,80.539,55.544,349.96,241.35
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,16,128,0.9588,0.66124,23.0112,15.8698,161.078,111.088,699.92,482.7
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,32,256,1.9176,1.32248,46.0224,31.7396,322.157,222.177,1399.85,965.41
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,48,384,2.8764,1.98372,69.0336,47.6094,483.235,333.266,2099.77,1448.12
aws,eu-west-1,Ireland,r7g,ARM,AWS Graviton3,64,512,3.8352,2.64497,92.0448,63.4792,644.314,444.354,2799.7,1930.83
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,2,16,0.14805,0.12467,3.5532,2.9922,24.872,20.945,108.08,91.01
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,4,32,0.2961,0.24935,7.1064,5.9843,49.745,41.891,216.15,182.02
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,8,64,0.5922,0.49869,14.2128,11.9687,99.49,83.781,432.31,364.05
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,16,128,1.1844,0.99739,28.4256,23.9373,198.979,167.561,864.61,728.09
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,32,256,2.3688,1.99478,56.8512,47.8747,397.958,335.123,1729.22,1456.19
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,48,384,3.5532,2.99217,85.2768,71.812,596.938,502.685,2593.84,2184.29
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,64,512,4.7376,3.98956,113.7024,95.7494,795.917,670.246,3458.45,2912.38
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,96,768,7.1064,5.98434,170.5536,143.6241,1193.875,1005.368,5187.67,4368.56
aws,eu-west-1,Ireland,r7i,x86(Intel),Intel Xeon Platinum 8488C,192,1536,14.2128,11.96867,341.1072,287.2482,2387.75,2010.737,10375.34,8737.13
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,1,8,0.08939,0.03192,2.1454,0.7662,15.018,5.364,65.25,23.3
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,2,16,0.17877,0.06385,4.2905,1.5323,30.033,10.726,130.5,46.61
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,4,32,0.35754,0.12769,8.581,3.0646,60.067,21.452,261.0,93.21
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,8,64,0.71508,0.25539,17.1619,6.1292,120.133,42.905,522.01,186.43
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,16,128,1.43016,0.51077,34.3238,12.2585,240.267,85.81,1044.02,372.86
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,32,256,2.86032,1.02154,68.6477,24.517,480.534,171.619,2088.03,745.73
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,48,384,4.29048,1.53231,102.9715,36.7755,720.801,257.429,3132.05,1118.59
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,64,512,5.72064,2.04309,137.2954,49.0341,961.068,343.239,4176.07,1491.45
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,96,768,8.58096,3.06463,205.943,73.5511,1441.601,514.858,6264.1,2237.18
aws,eu-west-1,Ireland,r8a,x86(AMD),AMD EPYC 9R45,192,1536,17.16192,6.12926,411.8861,147.1022,2883.203,1029.715,12528.2,4474.36
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,1,8,0.06592,0.03662,1.5821,0.8789,11.075,6.153,48.12,26.73
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,2,16,0.13184,0.07324,3.1642,1.7579,22.149,12.305,96.24,53.47
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,4,32,0.26368,0.14649,6.3283,3.5157,44.298,24.61,192.49,106.94
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,8,64,0.52736,0.29298,12.6566,7.0314,88.596,49.22,384.97,213.87
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,16,128,1.05472,0.58596,25.3133,14.0629,177.193,98.441,769.95,427.75
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,32,256,2.10944,1.17191,50.6266,28.1259,354.386,196.881,1539.89,855.49
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,48,384,3.16416,1.75787,75.9398,42.1888,531.579,295.322,2309.84,1283.24
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,64,512,4.21888,2.34382,101.2531,56.2517,708.772,393.762,3079.78,1710.99
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,96,768,6.32832,3.51573,151.8797,84.3776,1063.158,590.643,4619.67,2566.48
aws,eu-west-1,Ireland,r8g,ARM,AWS Graviton4,192,1536,12.65664,7.03147,303.7594,168.7552,2126.316,1181.287,9239.35,5132.97
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,2,16,0.15545,0.10814,3.7308,2.5953,26.116,18.168,113.48,78.94
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,4,32,0.3109,0.21628,7.4616,5.1907,52.231,36.335,226.96,157.89
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,8,64,0.6218,0.43256,14.9232,10.3814,104.462,72.669,453.91,315.76
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,16,128,1.2436,0.86511,29.8464,20.7627,208.925,145.339,907.83,631.53
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,32,256,2.4872,1.73023,59.6928,41.5254,417.85,290.678,1815.66,1263.07
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,48,384,3.7308,2.59534,89.5392,62.2881,626.774,436.017,2723.48,1894.59
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,64,512,4.9744,3.46045,119.3856,83.0509,835.699,581.356,3631.31,2526.13
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,96,768,7.4616,5.19068,179.0784,124.5763,1253.549,872.034,5446.97,3789.2
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,128,1024,9.9488,6.9209,238.7712,166.1017,1671.398,1162.712,7262.62,5052.26
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,192,1536,14.9232,10.38136,358.1568,249.1526,2507.098,1744.068,10893.94,7578.39
aws,eu-west-1,Ireland,r8i,x86(Intel),Intel Xeon 6 6985P-C,384,3072,29.8464,20.76271,716.3136,498.3051,5014.195,3488.136,21787.87,15156.78
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,1,16,0.117,0.065,2.808,1.56,19.656,10.92,85.41,47.45
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,2,32,0.234,0.13,5.616,3.12,39.312,21.84,170.82,94.9
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,4,64,0.468,0.26,11.232,6.24,78.624,43.68,341.64,189.8
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,8,128,0.936,0.52,22.464,12.48,157.248,87.36,683.28,379.6
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,16,256,1.872,1.04,44.928,24.96,314.496,174.72,1366.56,759.2
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,32,512,3.744,2.08,89.856,49.92,628.992,349.44,2733.12,1518.4
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,48,768,5.616,3.12,134.784,74.88,943.488,524.16,4099.68,2277.6
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,64,1024,7.488,4.16,179.712,99.84,1257.984,698.88,5466.24,3036.8
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,96,1536,11.232,6.24,269.568,149.76,1886.976,1048.32,8199.36,4555.2
aws,eu-west-1,Ireland,x8g,ARM,AWS Graviton4,192,3072,22.464,12.48,539.136,299.52,3773.952,2096.64,16398.72,9110.4
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,2,32,0.2626,0.18268,6.3024,4.3843,44.117,30.69,191.7,133.36
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,4,64,0.5252,0.36536,12.6048,8.7686,88.234,61.38,383.4,266.71
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,8,128,1.0504,0.73071,25.2096,17.5371,176.467,122.76,766.79,533.42
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,16,256,2.1008,1.46143,50.4192,35.0742,352.934,245.519,1533.58,1066.84
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,32,512,4.2016,2.92285,100.8384,70.1485,705.869,491.039,3067.17,2133.68
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,48,768,6.3024,4.38428,151.2576,105.2227,1058.803,736.559,4600.75,3200.52
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,64,1024,8.4032,5.8457,201.6768,140.2969,1411.738,982.079,6134.34,4267.37
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,96,1536,12.6048,8.76856,302.5152,210.4454,2117.606,1473.117,9201.5,6401.04
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,128,2048,16.8064,11.69141,403.3536,280.5938,2823.475,1964.157,12268.67,8534.73
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,192,3072,25.2096,17.53711,605.0304,420.8907,4235.213,2946.235,18403.01,12802.09
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,256,4096,33.6128,23.38282,806.7072,561.1876,5646.95,3928.313,24537.34,17069.45
aws,eu-west-1,Ireland,x8i,x86(Intel),Intel Xeon 6 6975P-C,384,6144,54.4895,37.90574,1307.748,909.7377,9154.236,6368.164,39777.34,27671.19
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,2,4,0.0909,0.08836,2.1816,2.1206,15.271,14.844,66.36,64.51
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,4,8,0.1818,0.17672,4.3632,4.2413,30.542,29.688,132.71,129.0
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,8,16,0.3636,0.35344,8.7264,8.4825,61.085,59.378,265.43,258.01
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,16,32,0.7272,0.70688,17.4528,16.9651,122.17,118.756,530.86,516.02
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,32,64,1.4544,1.41375,34.9056,33.9301,244.339,237.511,1061.71,1032.04
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,48,96,2.1816,2.12063,52.3584,50.8952,366.509,356.266,1592.57,1548.06
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,64,128,2.9088,2.82751,69.8112,67.8602,488.678,475.021,2123.42,2064.08
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,96,192,4.3632,4.24126,104.7168,101.7903,733.018,712.533,3185.14,3096.13
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,128,256,5.8176,5.65502,139.6224,135.7204,977.357,950.043,4246.85,4128.17
aws,eu-west-2,United Kingdom,c6a,x86(AMD),AMD EPYC 7R13,192,384,8.7264,8.48253,209.4336,203.5807,1466.035,1425.064,6370.27,6192.24
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,1,2,0.0404,0.0404,0.9696,0.9696,6.787,6.787,29.49,29.49
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,2,4,0.0808,0.0808,1.9392,1.9392,13.574,13.574,58.98,58.98
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,4,8,0.1616,0.1616,3.8784,3.8784,27.149,27.149,117.97,117.97
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,8,16,0.3232,0.3232,7.7568,7.7568,54.298,54.298,235.94,235.94
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,16,32,0.6464,0.6464,15.5136,15.5136,108.595,108.595,471.87,471.87
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,32,64,1.2928,1.2928,31.0272,31.0272,217.19,217.19,943.74,943.74
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,48,96,1.9392,1.9392,46.5408,46.5408,325.786,325.786,1415.62,1415.62
aws,eu-west-2,United Kingdom,c6g,ARM,AWS Graviton2,64,128,2.5856,2.5856,62.0544,62.0544,434.381,434.381,1887.49,1887.49
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,2,4,0.101,0.101,2.424,2.424,16.968,16.968,73.73,73.73
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,4,8,0.202,0.202,4.848,4.848,33.936,33.936,147.46,147.46
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,8,16,0.404,0.404,9.696,9.696,67.872,67.872,294.92,294.92
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,16,32,0.808,0.808,19.392,19.392,135.744,135.744,589.84,589.84
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,32,64,1.616,1.616,38.784,38.784,271.488,271.488,1179.68,1179.68
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,48,96,2.424,2.424,58.176,58.176,407.232,407.232,1769.52,1769.52
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,64,128,3.232,3.232,77.568,77.568,542.976,542.976,2359.36,2359.36
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,96,192,4.848,4.848,116.352,116.352,814.464,814.464,3539.04,3539.04
aws,eu-west-2,United Kingdom,c6i,x86(Intel),Intel Xeon Platinum 8375C,128,256,6.464,6.464,155.136,155.136,1085.952,1085.952,4718.72,4718.72
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,1,2,0.06098,0.03216,1.4635,0.7719,10.245,5.403,44.52,23.48
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,2,4,0.12196,0.06432,2.927,1.5438,20.489,10.806,89.03,46.96
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,4,8,0.24392,0.12865,5.8541,3.0876,40.979,21.613,178.06,93.91
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,8,16,0.48784,0.2573,11.7082,6.1752,81.957,43.226,356.12,187.83
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,16,32,0.97568,0.5146,23.4163,12.3504,163.914,86.453,712.25,375.66
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,32,64,1.95136,1.0292,46.8326,24.7007,327.828,172.905,1424.49,751.31
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,48,96,2.92704,1.5438,70.249,37.0512,491.743,259.358,2136.74,1126.97
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,64,128,3.90272,2.0584,93.6653,49.4015,655.657,345.811,2848.99,1502.63
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,96,192,5.85408,3.08759,140.4979,74.1023,983.485,518.716,4273.48,2253.95
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,128,256,7.80544,4.11679,187.3306,98.8031,1311.314,691.621,5697.97,3005.26
aws,eu-west-2,United Kingdom,c7a,x86(AMD),AMD EPYC 9R14,192,384,11.70816,6.17519,280.9958,148.2045,1966.971,1037.432,8546.96,4507.89
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,1,2,0.0429,0.02959,1.0296,0.7101,7.207,4.97,31.32,21.6
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,2,4,0.0859,0.05924,2.0616,1.4218,14.431,9.952,62.71,43.25
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,4,8,0.1717,0.11841,4.1208,2.8419,28.846,19.894,125.34,86.44
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,8,16,0.3434,0.23683,8.2416,5.6839,57.691,39.787,250.68,172.88
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,16,32,0.6869,0.47372,16.4856,11.3694,115.399,79.586,501.44,345.82
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,32,64,1.3738,0.94745,32.9712,22.7388,230.798,159.171,1002.87,691.63
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,48,96,2.0606,1.4211,49.4544,34.1065,346.181,238.746,1504.24,1037.41
aws,eu-west-2,United Kingdom,c7g,ARM,AWS Graviton3,64,128,2.7475,1.89483,65.94,45.4759,461.58,318.331,2005.68,1383.23
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,2,4,0.10605,0.08931,2.5452,2.1433,17.816,15.003,77.42,65.2
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,4,8,0.2121,0.17861,5.0904,4.2867,35.633,30.007,154.83,130.38
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,8,16,0.4242,0.35722,10.1808,8.5733,71.266,60.013,309.67,260.77
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,16,32,0.8484,0.71444,20.3616,17.1466,142.531,120.026,619.33,521.54
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,32,64,1.6968,1.42888,40.7232,34.2932,285.062,240.052,1238.66,1043.08
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,48,96,2.5452,2.14333,61.0848,51.4398,427.594,360.079,1858.0,1564.63
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,64,128,3.3936,2.85777,81.4464,68.5864,570.125,480.105,2477.33,2086.17
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,96,192,5.0904,4.28665,122.1696,102.8797,855.187,720.157,3715.99,3129.25
aws,eu-west-2,United Kingdom,c7i,x86(Intel),Intel Xeon Platinum 8488C,192,384,10.1808,8.57331,244.3392,205.7593,1710.374,1440.315,7431.98,6258.51
aws,eu-west-2,United Kingdom,c8g,ARM,AWS Graviton4,1,2,0.04722,0.02623,1.1333,0.6296,7.933,4.407,34.47,19.15
